"Price","Review.Scores.Cleanliness","Review.Scores.Communication","Minimum.Nights","Beds","Bathrooms","Guests.Included","Reviews.per.Month","Room.Type","Neighbourhood.Cleansed","Cancellation.Policy"
80,9,10,1,1,1,2,2.29,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","flexible"
70,10,10,2,1,1,1,1.52,"Private room","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","flexible"
231,10,10,1,1,1,1,1.63,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
250,10,10,2,1,1,1,0.29,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","flexible"
125,10,10,1,2,1,2,7.29,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
35,8,10,2,1,1,1,2.1,"Shared room","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
90,8,10,3,1,1,1,0.3,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","flexible"
400,10,9,2,1,1,1,0.05,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","flexible"
99,10,10,1,2,1,2,5.88,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
165,10,10,3,2,1,1,0.09,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
105,9,10,4,2,1,1,0.54,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
200,10,10,1,2,1,1,0.42,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
159,10,10,3,2,1,1,1.11,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
125,10,10,2,1,1,2,2.54,"Private room","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
75,10,10,3,1,1,1,0.49,"Private room","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
15,9,9,3,3,1,3,1.07,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
124,10,10,2,2,1.5,2,0.7,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
99,9,10,2,1,1,1,0.5,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","flexible"
108,10,9,1,1,1,2,6.36,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
229,10,10,160,2,1,5,0.05,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
120,9,10,3,2,1,1,1.81,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","flexible"
99,10,10,1,1,1,1,0.07,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","flexible"
85,9,10,1,1,1,1,5.97,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","flexible"
139,10,10,2,2,2,4,2.55,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
130,10,10,2,2,1,4,1.97,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
80,9,10,2,2,1,1,0.13,"Entire home/apt","C","flexible"
31,8,10,1,2,1,1,2.93,"Entire home/apt","Cathedral Heights, McLean Gardens, Glover Park","moderate"
450,10,10,2,1,1,1,0.12,"Entire home/apt","Cathedral Heights, McLean Gardens, Glover Park","flexible"
125,10,10,2,1,1,1,0.36,"Entire home/apt","Cathedral Heights, McLean Gardens, Glover Park","moderate"
130,10,10,2,1,1,1,0.83,"Entire home/apt","Cathedral Heights, McLean Gardens, Glover Park","moderate"
99,8,10,7,1,1,1,2.18,"Entire home/apt","Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace","strict"
160,10,10,2,1,1,1,1.62,"Entire home/apt","Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace","moderate"
99,9,10,1,2,1,2,3.38,"Entire home/apt","Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace","strict"
95,10,10,3,5,1,1,3.13,"Entire home/apt","D","strict"
139,9,10,2,3,1,1,4.84,"Entire home/apt","D","moderate"
88,10,10,1,1,1,1,10.24,"Entire home/apt","Union Station, Stanton Park, Kingman Park","moderate"
59,9,10,2,1,1,1,0.75,"Private room","Kalorama Heights, Adams Morgan, Lanier Heights","moderate"
300,10,10,3,1,1,2,0.28,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","flexible"
300,9,10,1,1,1,1,1.16,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","flexible"
225,10,10,1,1,1,1,0.27,"Private room","Kalorama Heights, Adams Morgan, Lanier Heights","flexible"
75,9,9,31,1,1,1,0.6,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","moderate"
55,4,8,30,1,1,1,0.2,"Private room","Kalorama Heights, Adams Morgan, Lanier Heights","strict"
95,10,10,2,2,1,2,2.81,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","moderate"
74,10,10,3,1,1,1,1.9,"Entire home/apt","Edgewood, Bloomingdale, Truxton Circle, Eckington","strict"
25,10,10,1,1,1,1,4.14,"Shared room","Edgewood, Bloomingdale, Truxton Circle, Eckington","strict"
100,10,10,1,2,1,4,2.61,"Entire home/apt","D","flexible"
350,8,10,2,3,1,1,0.27,"Private room","B","moderate"
365,10,10,4,2,2,1,0.04,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","super_strict_30"
299,9,9,4,2,2,1,0.06,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","super_strict_30"
199,10,10,3,2,2,1,0.09,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","strict"
150,10,10,2,1,1,1,0.19,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","flexible"
239,10,10,4,1,1,1,3.33,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","super_strict_30"
99,10,10,4,1,1,2,1.22,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","strict"
140,10,10,5,1,1,1,0.35,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","moderate"
96,10,10,1,1,1,1,0.37,"Entire home/apt","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point","flexible"
85,10,10,1,1,1,1,1.28,"Private room","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point","moderate"
68,10,10,1,1,1,1,6.39,"Private room","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point","flexible"
107,9,9,1,2,1,4,9.23,"Entire home/apt","Brightwood Park, Crestwood, Petworth","moderate"
450,10,10,2,2,1,1,1.4,"Entire home/apt","Brightwood Park, Crestwood, Petworth","strict"
95,10,10,2,1,1,1,1.01,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","flexible"
135,10,10,1,1,1,2,6.33,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","strict"
333,9,10,2,1,1,1,1.07,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","flexible"
99,10,10,3,1,1,1,3.53,"Private room","Howard University, Le Droit Park, Cardozo/Shaw","flexible"
130,10,10,2,1,1,1,0.69,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","flexible"
595,10,10,1,1,1,1,0.05,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","flexible"
600,10,10,2,2,2.5,1,1.15,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","flexible"
299,10,10,2,1,1,1,0.21,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","moderate"
195,10,10,4,1,1,1,1.46,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","moderate"
104,10,10,1,1,1,1,0.14,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","moderate"
110,10,10,2,1,1,2,3.05,"Private room","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","moderate"
309,10,10,1,9,2,6,8,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","strict"
180,9,10,1,1,1,1,2.14,"Entire home/apt","West End, Foggy Bottom, GWU","moderate"
50,10,10,1,1,1,1,1.55,"Shared room","West End, Foggy Bottom, GWU","flexible"
110,10,10,1,1,1,1,0.05,"Entire home/apt","West End, Foggy Bottom, GWU","flexible"
139,8,8,14,1,1,1,0.1,"Entire home/apt","West End, Foggy Bottom, GWU","strict"
105,10,10,2,1,1,2,0.51,"Entire home/apt","West End, Foggy Bottom, GWU","flexible"
324,10,8,3,3,2,1,0.06,"Entire home/apt","West End, Foggy Bottom, GWU","moderate"
160,7,6,1,1,1,3,0.37,"Entire home/apt","West End, Foggy Bottom, GWU","strict"
155,10,10,3,1,1,1,0.42,"Entire home/apt","West End, Foggy Bottom, GWU","moderate"
318,7,6,4,2,2,1,0.3,"Entire home/apt","West End, Foggy Bottom, GWU","super_strict_30"
349,10,9,4,2,2,1,0.24,"Entire home/apt","West End, Foggy Bottom, GWU","super_strict_30"
400,8,9,1,1,1,2,0.56,"Private room","West End, Foggy Bottom, GWU","flexible"
97,9,10,2,1,1,1,3.49,"Entire home/apt","West End, Foggy Bottom, GWU","strict"
125,10,10,2,1,1,1,1.87,"Private room","West End, Foggy Bottom, GWU","strict"
80,10,9,3,1,1,1,1.45,"Entire home/apt","D","strict"
65,10,10,1,2,1,1,3.53,"Private room","D","flexible"
70,9,9,40,1,1,1,1.56,"Entire home/apt","Shaw, Logan Circle","moderate"
209,9,9,3,1,1,1,0.29,"Entire home/apt","Shaw, Logan Circle","super_strict_30"
119,10,10,2,1,1,1,0.65,"Entire home/apt","Shaw, Logan Circle","strict"
108,10,10,2,1,1,2,0.36,"Private room","Shaw, Logan Circle","flexible"
200,10,10,1,1,1,1,0.17,"Entire home/apt","Shaw, Logan Circle","moderate"
80,9,9,1,1,1,1,7.51,"Entire home/apt","Shaw, Logan Circle","moderate"
100,10,10,1,1,1,1,2.22,"Shared room","Shaw, Logan Circle","flexible"
145,10,10,2,1,1.5,1,1.9,"Private room","Shaw, Logan Circle","strict"
175,10,10,2,1,1,2,2.31,"Entire home/apt","Shaw, Logan Circle","moderate"
199,9,9,14,5,1,1,0.43,"Entire home/apt","D","strict"
250,9,10,1,1,2,1,0.27,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","flexible"
120,9,10,1,3,1,2,1.87,"Entire home/apt","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point","moderate"
300,10,10,2,1,1,1,0.54,"Entire home/apt","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point","flexible"
65,9,10,1,1,1,1,5.69,"Entire home/apt","D","flexible"
80,10,10,1,2,1,1,1.38,"Entire home/apt","Brightwood Park, Crestwood, Petworth","flexible"
40,9,9,1,2,1,4,0.4,"Private room","Brightwood Park, Crestwood, Petworth","flexible"
215,8,10,1,3,1,3,0.82,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","strict"
800,10,10,3,1,1,2,0.04,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","strict"
160,10,10,1,1,1,1,0.48,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","flexible"
883,10,10,1,3,2,1,0.05,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","flexible"
275,7,9,2,2,2,1,1.07,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","strict"
125,10,10,2,1,1,1,0.43,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","flexible"
105,10,10,1,1,1,2,2.07,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","strict"
84,10,10,1,1,1,2,10.04,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","flexible"
125,9,10,1,3,1,1,0.77,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
60,10,10,3,2,1,3,0.59,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
60,9,9,1,1,2,1,0.18,"Private room","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","flexible"
88,9,10,2,1,1,2,2.17,"Entire home/apt","C","strict"
68,10,10,2,2,1,1,4.91,"Entire home/apt","C","flexible"
122,10,10,2,4,1,4,5.66,"Entire home/apt","C","moderate"
150,10,10,2,2,1.5,1,0.82,"Entire home/apt","Cathedral Heights, McLean Gardens, Glover Park","moderate"
235,10,10,2,3,2,1,3.33,"Entire home/apt","Cathedral Heights, McLean Gardens, Glover Park","flexible"
72,10,10,3,2,1,1,0.34,"Entire home/apt","Cathedral Heights, McLean Gardens, Glover Park","flexible"
70,9,10,3,2,1,2,0.04,"Entire home/apt","Cathedral Heights, McLean Gardens, Glover Park","flexible"
67,10,10,2,1,1,2,2,"Entire home/apt","Cathedral Heights, McLean Gardens, Glover Park","moderate"
79,8,8,2,2,1,1,0.23,"Entire home/apt","Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace","flexible"
70,10,10,1,2,1,1,2.65,"Entire home/apt","Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace","strict"
179,10,10,2,2,1,1,0.79,"Entire home/apt","Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace","moderate"
85,10,10,1,1,1,2,7.64,"Entire home/apt","Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace","moderate"
200,9,10,3,4,1,1,0.63,"Entire home/apt","Capitol Hill, Lincoln Park","strict"
150,10,10,1,2,1,1,0.26,"Entire home/apt","Capitol Hill, Lincoln Park","flexible"
200,10,10,2,1,1,1,2.09,"Entire home/apt","Capitol Hill, Lincoln Park","moderate"
175,10,6,3,1,1,2,0.04,"Entire home/apt","Capitol Hill, Lincoln Park","strict"
115,10,10,1,1,1,2,8.66,"Entire home/apt","Capitol Hill, Lincoln Park","strict"
250,10,10,2,2,1.5,1,0.27,"Entire home/apt","Capitol Hill, Lincoln Park","flexible"
175,10,10,3,3,1,4,4.51,"Entire home/apt","Capitol Hill, Lincoln Park","moderate"
170,10,10,1,1,1,4,1.71,"Entire home/apt","Capitol Hill, Lincoln Park","strict"
140,8,8,3,1,1,1,0.13,"Private room","Kalorama Heights, Adams Morgan, Lanier Heights","strict"
500,10,10,1,2,2.5,1,1.15,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","strict"
190,9,9,2,1,1,1,8.53,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","moderate"
100,10,10,2,1,1,1,4.53,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","flexible"
125,10,10,3,2,1,1,6.86,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","moderate"
150,10,10,1,1,1.5,1,0.08,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","flexible"
120,10,10,1,6,2,4,7.52,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","strict"
120,10,10,2,2,1,2,7.75,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","moderate"
90,9,10,1,2,1,1,2.66,"Entire home/apt","Edgewood, Bloomingdale, Truxton Circle, Eckington","moderate"
125,10,10,2,1,1,2,0.8,"Entire home/apt","Edgewood, Bloomingdale, Truxton Circle, Eckington","flexible"
110,9,9,2,4,1,1,4.65,"Entire home/apt","Edgewood, Bloomingdale, Truxton Circle, Eckington","strict"
150,10,10,2,1,1,1,1.93,"Entire home/apt","Capitol Hill, Lincoln Park","flexible"
95,10,10,2,1,1.5,1,0.98,"Private room","Capitol Hill, Lincoln Park","flexible"
600,10,10,1,1,1,1,0.86,"Private room","B","flexible"
375,9,10,3,2,1,1,1,"Entire home/apt","A","strict"
400,10,10,1,1,1,1,0.4,"Entire home/apt","C","flexible"
70,10,10,2,2,1,2,2.29,"Entire home/apt","C","strict"
115,10,10,2,1,1,1,1.34,"Entire home/apt","Edgewood, Bloomingdale, Truxton Circle, Eckington","moderate"
85,10,10,3,1,1,2,2.36,"Private room","Edgewood, Bloomingdale, Truxton Circle, Eckington","moderate"
120,9,9,1,2,1,1,2.12,"Entire home/apt","Edgewood, Bloomingdale, Truxton Circle, Eckington","strict"
109,10,10,4,2,1,2,1.79,"Entire home/apt","Edgewood, Bloomingdale, Truxton Circle, Eckington","moderate"
65,10,10,2,1,1,1,2.42,"Private room","Edgewood, Bloomingdale, Truxton Circle, Eckington","flexible"
99,9,10,2,2,1,2,0.87,"Entire home/apt","Edgewood, Bloomingdale, Truxton Circle, Eckington","moderate"
159,10,10,2,2,1,1,2.87,"Entire home/apt","Edgewood, Bloomingdale, Truxton Circle, Eckington","moderate"
99,10,10,1,1,1,2,8.55,"Entire home/apt","Edgewood, Bloomingdale, Truxton Circle, Eckington","strict"
205,10,10,3,2,2,1,3.39,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
95,10,10,2,2,1,1,3.75,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
98,10,10,2,1,1,2,0.74,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
950,9,10,2,1,1,1,0.1,"Entire home/apt","Union Station, Stanton Park, Kingman Park","flexible"
200,9,10,2,2,2,1,0.56,"Entire home/apt","Union Station, Stanton Park, Kingman Park","flexible"
600,10,10,3,1,1,1,0.01,"Entire home/apt","Union Station, Stanton Park, Kingman Park","flexible"
25,9,10,14,1,1.5,1,2.29,"Private room","A","flexible"
145,10,10,2,1,1,2,0.29,"Private room","A","strict"
99,8,9,1,1,1,2,3.62,"Entire home/apt","Ivy City, Arboretum, Trinidad, Carver Langston","strict"
155,10,10,3,2,1,2,2.35,"Entire home/apt","Georgetown, Burleith/Hillandale","flexible"
150,10,10,2,1,1,2,2.62,"Entire home/apt","Georgetown, Burleith/Hillandale","flexible"
100,10,10,2,1,1,1,0.27,"Entire home/apt","Georgetown, Burleith/Hillandale","flexible"
110,9,10,1,1,1,3,0.67,"Private room","Dupont Circle, Connecticut Avenue/K Street","moderate"
100,8,10,1,1,1,1,0.27,"Private room","Dupont Circle, Connecticut Avenue/K Street","flexible"
260,9,10,4,3,2,4,0.17,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","moderate"
110,9,10,1,1,1,1,5.32,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","strict"
249,10,10,3,1,1,1,1.09,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","flexible"
165,9,10,3,1,1,1,0.36,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","strict"
200,10,10,2,1,1,1,1.43,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","flexible"
175,10,9,3,2,1,2,4.15,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","strict"
200,10,10,2,3,1,1,1.32,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","flexible"
110,9,10,1,1,1,1,1.5,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","strict"
75,9,10,2,1,1,1,4.07,"Private room","Dupont Circle, Connecticut Avenue/K Street","flexible"
142,10,10,1,1,1,2,0.37,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","moderate"
150,8,10,2,2,1.5,1,0.05,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","flexible"
418,9,10,3,3,2,1,0.92,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","flexible"
750,8,9,2,1,1,1,0.28,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","strict"
150,10,10,1,2,1,2,3.61,"Entire home/apt","Dupont Circle, Connecticut Avenue/K Street","moderate"
99,10,10,2,3,1,2,5.38,"Entire home/apt","Brightwood Park, Crestwood, Petworth","strict"
99,10,10,2,3,1,2,2.21,"Entire home/apt","Brightwood Park, Crestwood, Petworth","moderate"
150,10,10,2,2,1,4,1.57,"Entire home/apt","Brightwood Park, Crestwood, Petworth","moderate"
571,10,10,2,1,1.5,1,0.26,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","strict"
80,8,10,1,1,1,1,1.4,"Shared room","West End, Foggy Bottom, GWU","flexible"
340,10,10,7,3,2,1,0.31,"Entire home/apt","West End, Foggy Bottom, GWU","moderate"
259,7,10,4,1,1,1,0.2,"Entire home/apt","West End, Foggy Bottom, GWU","super_strict_30"
125,8,10,1,1,1,1,1.98,"Entire home/apt","West End, Foggy Bottom, GWU","moderate"
150,10,10,1,1,1,2,6.03,"Entire home/apt","West End, Foggy Bottom, GWU","strict"
140,9,10,1,1,1,1,1.31,"Entire home/apt","West End, Foggy Bottom, GWU","flexible"
110,9,10,2,1,1,2,2.6,"Entire home/apt","West End, Foggy Bottom, GWU","moderate"
154,8,9,2,2,1,3,0.99,"Entire home/apt","West End, Foggy Bottom, GWU","strict"
85,10,10,1,1,1,1,5.36,"Private room","Shaw, Logan Circle","flexible"
100,7,10,2,1,1,1,0.16,"Private room","Shaw, Logan Circle","moderate"
150,10,10,1,1,1,1,2.14,"Entire home/apt","Shaw, Logan Circle","moderate"
175,10,10,2,3,2,1,0.38,"Entire home/apt","Shaw, Logan Circle","strict"
150,10,10,1,1,1,1,6,"Entire home/apt","Shaw, Logan Circle","flexible"
149,10,10,3,2,2,4,2.94,"Entire home/apt","Shaw, Logan Circle","strict"
125,10,10,3,1,1,1,3.99,"Entire home/apt","Shaw, Logan Circle","moderate"
120,10,10,2,2,1,1,0.27,"Entire home/apt","Shaw, Logan Circle","flexible"
525,9,10,2,2,2,1,1.03,"Entire home/apt","Shaw, Logan Circle","moderate"
130,9,10,2,1,1,1,0.39,"Entire home/apt","Shaw, Logan Circle","flexible"
159,9,10,3,2,1,2,0.75,"Private room","Shaw, Logan Circle","strict"
700,10,10,2,2,2,1,0.25,"Entire home/apt","Shaw, Logan Circle","strict"
180,8,9,1,1,1,1,2,"Entire home/apt","Howard University, Le Droit Park, Cardozo/Shaw","flexible"
129,10,10,2,1,1,1,1.91,"Entire home/apt","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point","flexible"
85,10,10,1,2,1,2,1,"Private room","Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point","strict"
70,10,10,2,1,1,1,0.93,"Entire home/apt","Brightwood Park, Crestwood, Petworth","strict"
240,10,10,1,1,1.5,1,0.08,"Private room","Brightwood Park, Crestwood, Petworth","flexible"
700,10,10,3,1,1,1,0.08,"Entire home/apt","B","flexible"
124,10,9,3,1,1,1,0.55,"Entire home/apt","B","flexible"
350,10,10,1,1,1,1,0.18,"Private room","B","flexible"
500,9,8,3,1,1,1,0.86,"Entire home/apt","B","strict"
269,10,10,1,9,2,6,2,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","strict"
349,10,8,4,2,2,1,0.56,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","super_strict_30"
209,10,10,4,1,1,1,2.05,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","super_strict_30"
239,9,10,3,2,2,1,0.26,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","strict"
129,10,6,3,1,1,1,0.41,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","strict"
252,10,10,3,2,1,1,0.25,"Entire home/apt","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","moderate"
75,10,10,3,1,1,1,1.69,"Private room","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","flexible"
121,10,10,1,2,1,2,6.84,"Private room","Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street","strict"
100,8,10,2,1,1,2,1.03,"Private room","Union Station, Stanton Park, Kingman Park","flexible"
54,9,10,6,1,1,1,0.4,"Private room","Union Station, Stanton Park, Kingman Park","flexible"
175,10,10,3,3,1,4,3.84,"Entire home/apt","Union Station, Stanton Park, Kingman Park","strict"
249,10,10,3,2,2,1,1.08,"Entire home/apt","Union Station, Stanton Park, Kingman Park","strict"
119,10,10,2,2,1,2,3,"Entire home/apt","Union Station, Stanton Park, Kingman Park","flexible"
155,10,10,2,2,1,1,4.66,"Entire home/apt","Union Station, Stanton Park, Kingman Park","flexible"
92,10,10,3,1,1,2,4.39,"Entire home/apt","Union Station, Stanton Park, Kingman Park","flexible"
150,10,10,3,3,1,1,3.56,"Entire home/apt","Union Station, Stanton Park, Kingman Park","moderate"
184,10,10,2,2,1,5,0.91,"Entire home/apt","Union Station, Stanton Park, Kingman Park","flexible"
99,10,10,3,2,1,2,3.78,"Entire home/apt","Union Station, Stanton Park, Kingman Park","moderate"
100,10,10,3,1,1,1,0.03,"Shared room","Kalorama Heights, Adams Morgan, Lanier Heights","strict"
60,10,10,2,1,1,1,1.25,"Shared room","Kalorama Heights, Adams Morgan, Lanier Heights","strict"
275,9,10,2,2,2,1,0.8,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","moderate"
90,10,10,2,1,1,1,1.81,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","strict"
99,10,10,1,2,1,2,5.85,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","strict"
100,10,10,3,1,1,1,0.55,"Entire home/apt","Kalorama Heights, Adams Morgan, Lanier Heights","strict"
65,10,10,1,1,1,2,1.49,"Private room","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
70,9,10,2,1,1.5,2,0.05,"Private room","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
99,10,10,1,2,1,2,4.23,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
329,9,10,2,5,2,8,4.59,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
79,7,9,1,1,1,1,0.13,"Private room","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","flexible"
109,10,10,1,2,1,2,3.36,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
75,9,10,2,1,1,2,1.68,"Private room","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
137,9,10,2,3,1,4,3.64,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","strict"
90,8,10,2,1,1,2,0.44,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
110,10,10,3,2,1,1,0.32,"Entire home/apt","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
89,10,10,1,1,1,1,2.13,"Private room","Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View","moderate"
40,6,10,28,1,1,1,1.28,"Private room","Edgewood, Bloomingdale, Truxton Circle, Eckington","strict"
80,10,10,1,1,1,1,0.27,"Entire home/apt","Edgewood, Bloomingdale, Truxton Circle, Eckington","flexible"
40,8,10,28,1,1,1,0.2,"Private room","Edgewood, Bloomingdale, Truxton Circle, Eckington","strict"
100,10,8,1,1,1,1,1.36,"Private room","Edgewood, Bloomingdale, Truxton Circle, Eckington","moderate"
